"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-01-15","16.33",,"0.23","0.0","0.0","35","42","33","  110","  110","35.1","42.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-01-16","6.93",,"0.26","0.0","0.0","36","43","32","  110","  120","16.1","19.9"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-01-17","9.62",,"0.19","0.0","0.0","36","43","30","  110","  120","18.1","21.9"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-01-18","14.99",,"0.45","0.0","0.0","39","42","37","  110","  110","21.9","25.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-01-19","13.20",,"0.00","0.0","0.0","44","52","42","  120","  130","19.9","23.9"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-01-20","10.51",,"0.00","0.0","0.0","45","47","43","  110","  120","19.9","25.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-01-21","12.08",,"0.22","0.0","0.0","46","52","42","  190","  190","28.0","36.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-01-22","10.51",,"0.09","0.0","0.0","46","47","45","  110","  120","18.1","23.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-01-23","11.63",,"0.92","0.0","0.0","46","55","45","  110","  210","19.9","23.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-01-24","9.84",,"0.16","0.0","0.0","51","56","46","  210","  220","19.9","27.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-01-25","10.51",,"0.19","0.0","0.0","51","58","47","  120","  130","19.9","23.9"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-01-26","10.29",,"0.50","0.0","0.0","51","56","45","  190","  210","21.0","27.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-01-27","11.18",,"0.89","0.0","0.0","47","53","42","  110","  110","23.9","27.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-01-28","10.51",,"0.38","0.0","0.0","49","53","48","  190","  140","18.1","25.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-01-29","7.16",,"0.45","0.0","0.0","48","49","46","  110","  110","17.0","19.9"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-01-30","8.28",,"0.19","0.0","0.0","46","53","41","  120","  110","18.1","21.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-01-31","11.63",,"0.00","0.0","0.0","54","62","50","  210","  210","23.0","30.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-02-01","11.41",,"0.25","0.0","0.0","56","58","40","  190","  200","28.0","36.9"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-02-02","1.34",,"0.00","0.0","0.0","40","45","30","  110","  110","8.1","8.9"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-02-03","2.46",,"0.02","0.0","0.0","37","46","30","  310","  300","8.9","13.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-02-04","6.49",,"0.00","0.0","0.0","35","43","28","  200","  200","15.0","19.9"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-02-05","5.59",,"0.15","0.0","0.0","44","52","42","  190","  190","16.1","21.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-02-06","9.62",,"0.02","0.0","0.0","52","59","50","  220","  220","18.1","23.9"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-02-07","13.42",,"0.05","0.0","0.0","53","56","44","  200","  200","25.1","29.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-02-08","6.49",,"0.09","0.0","0.0","47","47","40","  220","  210","18.1","23.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-02-09","3.13",,"0.00","0.0","0.0","41","47","37","  320","  310","12.1","14.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-02-10","4.47",,"0.00","0.0","0.0","42","52","37","  290","  290","14.1","15.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-02-11","4.25",,"0.00","0.0","0.0","40","44","33","  110","  110","8.9","10.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-02-12","2.91",,"0.00","0.0","0.0","44","52","34","  290","  280","12.1","13.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-02-13","4.25",,"0.14","0.0","0.0","40","44","31","  110","  230","13.0","15.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-02-14","3.58",,"0.00","0.0","0.0","43","51","39","  250","  250","16.1","19.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-02-15","7.16",,"0.51","0.0","0.0","45","47","43","  160","  200","15.0","19.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-02-16","4.03",,"0.06","0.0","0.0","44","52","36","  270","  280","16.1","19.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-02-17","2.68",,"0.00","0.0","0.0","44","51","35","  300","  300","10.1","14.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-02-18","7.38",,"0.00","0.0","0.0","40","53","32","   70","   80","19.9","25.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-02-19","13.42",,"0.00","0.0","0.0","44","55","32","  100","  100","23.9","31.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-02-20","8.50",,"0.00","0.0","0.0","46","54","34","  100","   90","19.9","25.9"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-02-21","2.91",,"0.00","0.0","0.0","42","58","30","  300","  310","8.1","11.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-02-22","3.80",,"0.00","0.0","0.0","44","56","32","  290","  290","8.9","10.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-02-23","14.54",,"0.08","0.0","0.0","48","52","42","  270","  210","30.0","44.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-02-24","2.91",,"0.00","0.0","0.0","44","49","36","  350","  350","14.1","16.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-02-25","2.24",,"0.00","0.0","0.0","41","55","33","  310","  320","10.1","13.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-02-26","2.01",,"0.01","0.0","0.0","48","57","39","  300","  300","6.9","8.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-02-27","1.57",,"0.00","0.0","0.0","44","62","34","  290","  270","6.9","8.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-02-28","6.26",,"0.03","0.0","0.0","47","59","35","  220","  230","25.1","31.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-02-29","6.04",,"0.14","0.0","0.0","46","48","37","  320","  320","21.0","25.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-03-01","2.46",,"0.01","0.0","0.0","40","48","34","  290","  330","8.1","11.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-03-02","6.93",,"0.00","0.0","0.0","44","50","41","  200","  210","16.1","19.9"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-03-03","8.05",,"0.00","0.0","0.0","51","60","48","  270","  210","16.1","19.9"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-03-04","3.36",,"0.00","0.0","0.0","51","56","40","  320","  320","8.9","13.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-03-05","6.71",,"0.00","0.0","0.0","47","59","36","  110","  230","14.1","16.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-03-06","5.82",,"0.33","0.0","0.0","49","50","42","  200","  200","14.1","16.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-03-07","4.47",,"0.04","0.0","0.0","43","49","38","  200","  200","17.0","19.9"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-03-08","4.25",,"0.00","0.0","0.0","42","51","34","  290","  300","13.0","15.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-03-09","1.57",,"0.00","0.0","0.0","40","57","31","  110","  280","6.9","8.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-03-10","2.68",,"0.00","0.0","0.0","44","62","32","  320","  320","12.1","17.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-03-11","6.71",,"0.00","0.0","0.0","48","57","38","  300","  310","16.1","19.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-03-12","4.25",,"0.00","0.0","0.0","44","56","32","  320","  330","13.0","18.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-03-13","3.80",,"0.12","0.0","0.0","42","42","37","  320","  320","8.9","12.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-03-14","15.43",,"0.74","0.5","0.0","38","42","32","   90","  100","32.0","38.9"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-03-15","22.37",,"0.00","0.0","0.0","38","46","34","   80","   80","33.1","42.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-03-16","11.86",,"0.00","0.0","0.0","44","60","36","   90","   80","29.1","38.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-03-17","3.80",,"0.00","0.0","0.0","46","61","30","  220","  320","8.1","11.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-03-18","2.91",,"0.00","0.0","0.0","49","59","40","  140","  310","8.1","10.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-03-19","2.91",,"0.00","0.0","0.0","48","64","37","  290","  320","8.9","11.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-03-20","4.70",,"0.00","0.0","0.0","52","67","39","  320","  320","17.0","23.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-03-21","3.80",,"0.00","0.0","0.0","51","60","39","  320","  340","12.1","15.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-03-22","3.80",,"0.00","0.0","0.0","48","63","34","  310","  300","15.0","17.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-03-23","12.75",,"0.05","0.0","0.0","50","53","44","  240","  240","23.9","30.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-03-24","8.95",,"0.19","0.0","0.0","46","49","41","  200","  200","18.1","21.9"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-03-25","4.47",,"0.08","0.0","0.0","43","52","37","  310","  310","18.1","21.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-03-26","4.47",,"0.00","0.0","0.0","44","51","36","  210","  190","13.0","15.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-03-27","7.16",,"0.06","0.0","0.0","46","50","42","  170","  170","14.1","17.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-03-28","9.40",,"0.05","0.0","0.0","49","54","46","  180","  190","18.1","25.9"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-03-29","11.18",,"0.19","0.0","0.0","51","59","48","  190","  190","21.9","28.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-03-30","10.74",,"0.34","0.0","0.0","50","53","44","  260","  200","25.1","36.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-03-31","6.49",,"0.23","0.0","0.0","45","53","42","  300","  300","19.9","23.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-04-01","5.82",,"0.08","0.0","0.0","44","50","40","  200","  210","15.0","19.9"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-04-02","4.70",,"0.07","0.0","0.0","45","53","40","  270","  280","19.9","23.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-04-03","3.80",,"0.00","0.0","0.0","43","50","39","  200","  200","14.1","16.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-04-04","4.70",,"0.03","0.0","0.0","46","55","38","  110","  110","16.1","19.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-04-05","3.36",,"0.00","0.0","0.0","49","63","42","  130","  120","15.0","17.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-04-06","3.58",,"0.00","0.0","0.0","51","64","40","  330","  350","13.0","17.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-04-07","6.26",,"0.00","0.0","0.0","52","60","42","  320","  310","15.0","21.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-04-08","6.26",,"0.00","0.0","0.0","52","73","40","  280","  290","14.1","18.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-04-09","7.16",,"0.00","0.0","0.0","58","75","43","  320","  320","17.0","23.9"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-04-10","4.70",,"0.00","0.0","0.0","58","71","45","  320","  320","16.1","19.9"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-04-11","3.80",,"0.00","0.0","0.0","54","62","43","  320","  320","15.0","19.9"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-04-12","6.71",,"0.00","0.0","0.0","52","66","37","  320","  320","21.9","25.9"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-04-13","5.82",,"0.00","0.0","0.0","52","68","36","  300","  320","15.0","21.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-04-14","3.80",,"0.00","0.0","0.0","56","71","42","  320","  320","16.1","19.9"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-04-15","5.37",,"0.00","0.0","0.0","55","68","49","  110","  110","23.0","27.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-04-16","9.62",,"0.00","0.0","0.0","57","70","42","   90","   90","25.1","32.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-04-17","4.03",,"0.00","0.0","0.0","57","76","39","  310","  310","8.9","13.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-04-18","6.49",,"0.09","0.0","0.0","57","56","49","  200","  180","14.1","19.9"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-04-19","4.70",,"0.00","0.0","0.0","53","63","48","  310","   10","10.1","14.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-04-20","4.47",,"0.00","0.0","0.0","53","70","43","  320","  320","12.1","17.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-04-21","2.46",,"0.01","0.0","0.0","55","61","48","   70","   70","8.9","11.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-04-22","8.72",,"0.25","0.0","0.0","54","60","49","  220","  230","17.0","19.9"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-04-23","4.25",,"0.00","0.0","0.0","56","61","49","  250","  250","10.1","12.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-04-24","6.49",,"0.01","0.0","0.0","54","61","50","  100","  100","13.0","14.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-04-25","7.83",,"0.18","0.0","0.0","58","70","48","  270","  270","21.0","23.9"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-04-26","4.92",,"0.03","0.0","0.0","55","68","43","  200","  200","18.1","25.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-04-27","10.96",,"0.02","0.0","0.0","59","69","49","  190","  200","19.9","25.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-04-28","4.03",,"0.00","0.0","0.0","59","73","50","   80","  240","12.1","14.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-04-29","7.16",,"0.01","0.0","0.0","62","75","53","  230","  250","18.1","23.9"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-04-30","6.49",,"0.01","0.0","0.0","59","66","48","  210","  220","18.1","21.9"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-05-01","4.70",,"0.07","0.0","0.0","54","64","42","  210","  200","17.0","23.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-05-02","8.95",,"0.21","0.0","0.0","56","58","49","  260","  250","21.0","27.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-05-03","5.82",,"0.23","0.0","0.0","51","59","45","  100","  110","13.0","18.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-05-04","4.70",,"0.02","0.0","0.0","53","71","38","  270","  280","21.0","25.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-05-05","6.71",,"0.00","0.0","0.0","58","76","50","  280","  210","21.0","23.9"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-05-06","11.18",,"0.05","0.0","0.0","58","65","48","  320","  310","23.9","29.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-05-07","10.51",,"0.00","0.0","0.0","56","75","40","  100","  100","23.9","30.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-05-08","16.11",,"0.00","0.0","0.0","69","81","56","   70","   70","29.1","36.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-05-09","10.51",,"0.00","0.0","0.0","73","87","59","   80","   80","25.9","33.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-05-10","8.95",,"0.00","0.0","0.0","72","87","59","  110","  120","21.0","23.9"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-05-11","5.14",,"0.13","0.0","0.0","68","70","52","   30","   30","17.0","21.9"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-05-12","9.62",,"0.05","0.0","0.0","57","65","52","  230","  230","23.9","31.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-05-13","8.95",,"0.03","0.0","0.0","56","64","51","  200","  200","19.9","23.9"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-05-14","4.70",,"0.20","0.0","0.0","56","58","52","  180","  180","12.1","15.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-05-15","4.70",,"0.16","0.0","0.0","56","68","52","   70","   70","8.9","12.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-05-16","4.92",,"0.21","0.0","0.0","60","71","55","  270","  270","18.1","23.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-05-17","4.47",,"0.00","0.0","0.0","60","70","50","  320","  320","18.1","23.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-05-18","4.47",,"0.26","0.0","0.0","58","62","53","  290","  300","14.1","17.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-05-19","4.92",,"0.00","0.0","0.0","56","64","52","  300","  350","13.0","16.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-05-20","6.71",,"0.03","0.0","0.0","56","61","50","  240","  240","19.9","23.9"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-05-21","6.71",,"0.14","0.0","0.0","54","59","49","  310","  310","23.0","30.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-05-22","4.70",,"0.04","0.0","0.0","53","63","46","  300","  320","18.1","21.9"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-05-23","2.68",,"0.00","0.0","0.0","55","62","50","  330","  330","12.1","14.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-05-24","3.80",,"0.00","0.0","0.0","58","75","50","  310","  320","8.9","12.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-05-25","2.68",,"0.07","0.0","0.0","61","67","54","   80","   80","10.1","12.1"
